TAl_mgL,TBa_mgL,TCu_mgL,TSr_mgL,DO_mgL,pH,Turbidity_NTU,Lag1_Rain_Total_mm,Lag1_Q_Sum_cms,Date_fake
0.24500740481315122,-1.5561226885009685,1.1749490803285856,-1.5759949964514424,1.7272800674396012,-0.3810102237236061,-1.6157575433309461,-0.826617916599552,1.2315822926859636,2023-06-12
-0.1278708899831894,-1.434163366309149,1.1749490803285856,-1.6226095298232261,1.158214521704342,-0.4101020649462323,-1.530147258345403,-0.6750712985563008,1.2073164140353652,2023-06-19
-0.2728791157373218,-1.2189410330294674,1.1749490803285856,-1.436151396336096,1.1477436317222474,0.6725587945691986,-1.3527596297717246,2.989601465035047,1.4421474977508375,2023-06-26
-0.16930181162722716,-1.140026177493584,1.1749490803285856,-1.2030787294771836,1.2188944272341637,1.7552196540846323,-1.1375313258906943,-0.8679488124295296,1.2073164140353652,2023-07-03
1.6950896623544751,-1.003718699749786,0.7426935658264301,-1.1564641961054014,1.0643858239057038,1.1449129368747097,-1.2312165177883971,-0.24798537497986556,1.2174924276630354,2023-07-10
-0.16930181162722716,-0.8602371442299983,0.5265658085753527,-0.8767769958747069,1.0196924255135749,0.5346062196647874,-0.7715000395952365,1.308811701282624,0.6038005288866011,2023-07-17
1.4257886716682295,-0.6737111220542747,0.31043805132427504,-0.6437043290157946,0.6508027390520077,-0.6210987244803197,-0.603904623452944,1.0608263263027586,0.4675985003316268,2023-07-24
2.6272853993453276,-0.28344129104045274,2.77429448398656,0.5216590052787655,0.16057696288721268,0.9351046731879151,-0.5475656788996531,1.3225886665592834,1.367784321240938,2023-07-31
1.6743742015324563,-0.11413305552710443,-0.12181746317788045,-0.0843299285544056,-0.2157521447766515,0.8007797081245425,0.1095699850252794,-0.06888482638329588,-0.05764035691197966,2023-08-07
-0.6664728713556812,0.1369596666325244,-0.7702007349311132,0.19535727167628889,-0.3837519392120482,-0.11428230990530823,0.49787049916176224,0.3168702013631615,-2.146071461421581,2023-08-14
-0.9150584012199082,0.5171857887599612,-0.7702007349311132,0.5216590052787655,-0.9261860541972555,1.7240011301040645,0.6817076902161248,-0.6475173680029823,-0.1406140064914468,2023-08-21
-0.7907656362877947,0.4239227776720986,-0.7702007349311132,0.24197180504807103,-0.8387117091660768,1.27128761551238,0.46566700838070507,-0.8679488124295296,0.5059542440051543,2023-08-28
-0.8114810971098135,0.6176228776238128,-0.7702007349311132,0.24197180504807103,-0.927693922289106,-0.02574525216153334,0.28649893041916985,-0.5786325416196864,-0.1132170467246416,2023-09-04
-0.152729442969612,1.1528090797126203,-0.7702007349311132,1.9573866331296657,-1.0462811902155036,-0.20091787329783753,0.8731341921762668,-0.027553930553318354,-0.8325829331730388,2023-09-11
-0.7079037929997191,0.9045859886633876,-0.7702007349311132,0.6148880720223314,-1.150570380399753,-1.1403719281701503,1.1317756879946916,0.7164021943862785,-0.7903133381042539,2023-09-18
-0.6043264888896245,1.256115799686867,-0.7702007349311132,1.0810334057401545,-1.1769597116590789,-1.6026639121852664,1.307318302540875,0.7990639860462337,-0.69403259378091,2023-09-25
-0.7493347146437569,1.4139455107586327,-0.7702007349311132,0.941189805624808,-1.0458070819254306,-1.4369684968809118,1.2551314440630315,-0.6475173680029823,-0.7120363101990963,2023-10-02
-0.977204783685965,1.1413305552710367,-0.7702007349311132,0.80134620550946,-0.8896619595474794,-1.3246023412588706,0.9174337116167403,-0.6888482638329599,-1.2615410460933019,2023-10-09
-0.6250419497116455,1.134156477495048,-0.7702007349311132,1.0810334057401545,-1.0764052398954098,-1.0889116934741319,0.9474604757926772,-0.027553930553318354,-0.6893359721066004,2023-10-16
-0.48003372395751104,0.4454450110000679,-0.7702007349311132,0.5682735386505493,-0.199236003348227,-0.3345653544032781,1.038813786066736,-0.6337404027263231,-0.5366957676915435,2023-10-23
-0.19001727244924613,0.4956635554319925,-0.5540729776800355,0.5216590052787655,0.5100635779416478,-0.16393197054601558,0.23817279930829185,-0.8679488124295296,-0.9366913802868982,2023-10-30
0.7421784645416052,-1.3552485107732655,0.0943102940731973,-0.6903188623875816,1.2193631592315226,0.006701413311244393,-0.9601718956873495,-0.8403948818762113,-0.3402204276495983,2023-11-06
